"species_name_fishbase","eventDate","decimalLatitude","decimalLongitude"
"Apogonichthyoides pharaonis","2019-03-24",31.992,34.668
"Apogonichthyoides pharaonis","2016-08-15",32.289,34.785
"Apogonichthyoides pharaonis","2017-01-24",31.9492,34.6467
"Apogonichthyoides pharaonis","2015-06-12",32.3407,34.7398
"Apogonichthyoides pharaonis","2019-09-05",31.992,34.668
"Apogonichthyoides pharaonis","2018-09-03",34.7723,33.5133
"Apogonichthyoides pharaonis","1984-01-01",36.569,35.992
"Apogonichthyoides pharaonis","1984-01-01",36.212,34.003
"Apogonichthyoides pharaonis","2020-10-01",32.0724,23.9694
"Apogonichthyoides pharaonis","2018-05-26",32.019,34.676
"Apogonichthyoides pharaonis","2005-04-10",32.1205,26.7354
"Apogonichthyoides pharaonis","2002-09-01",36.705,27.831
"Apogonichthyoides pharaonis","2008-02-01",34.997,34.0692
"Apogonichthyoides pharaonis","2015-02-27",32.1877,34.7478
"Apogonichthyoides pharaonis","2015-03-24",32.1877,34.7478
"Apogonichthyoides pharaonis","2015-05-10",31.992,34.668
"Apogonichthyoides pharaonis","2017-02-28",31.9492,34.6467
"Apogonichthyoides pharaonis","2016-06-15",31.92,34.6254
"Apogonichthyoides pharaonis","2015-09-28",31.965,34.6573
"Apogonichthyoides pharaonis","2018-12-28",31.7647,34.5084
"Apogonichthyoides pharaonis","2016-09-16",32.2192,34.7611
"Apogonichthyoides pharaonis","2016-10-20",34.7723,33.5133
"Apogonichthyoides pharaonis","2007-01-01",36.636,27.959
"Apogonichthyoides pharaonis","2017-02-12",31.9492,34.6467
"Apogonichthyoides pharaonis","2018-05-29",34.7723,33.5133
"Apogonichthyoides pharaonis","2015-06-29",32.1382,34.6627
"Apogonichthyoides pharaonis","2015-01-01",38.16036,20.41473
"Apogonichthyoides pharaonis","2017-03-25",31.9492,34.6467
"Apogonichthyoides pharaonis","2015-06-15",31.965,34.6573
"Apogonichthyoides pharaonis","2014-09-01",34.997,34.0692
"Apogonichthyoides pharaonis","2017-02-23",31.9492,34.6467
"Apogonichthyoides pharaonis","2007-01-01",36.808,27.703
"Apogonichthyoides pharaonis","2019-08-28",32.0257,34.6786
"Apogonichthyoides pharaonis","2018-09-16",32.2192,34.7611
"Apogonichthyoides pharaonis","1989-01-01",36.569,35.992
"Ariopsis felis","2022-10-01",31.4317,34.2864
"Arothron hispidus","2018-02-01",34.9697,33.9636
"Arothron hispidus","2020-02-01",34.2268,35.6526
"Atherinomorus forskalii","2019-05-26",32.019,34.7185
"Atherinomorus forskalii","1975-11-01",32.606,34.911
"Atherinomorus forskalii","2020-05-10",31.9492,34.6467
"Atherinomorus forskalii","2014-10-01",34.361,35.729
"Atherinomorus forskalii","2007-01-01",36.701,27.726
"Atherinomorus forskalii","1986-01-01",36.1,27.7
"Atherinomorus forskalii","2005-01-01",32.412,15.095
"Atherinomorus forskalii","1975-11-01",32.617,34.914
"Atherinomorus forskalii","2007-01-01",36.808,27.703
"Atherinomorus forskalii","1902-01-01",31.25,29.91
"Atherinomorus forskalii","1983-10-01",32.617,34.914
"Atherinomorus forskalii","2011-08-03",35.9004,14.5099
"Atherinomorus forskalii","2020-05-02",32.019,34.676
"Atherinomorus forskalii","2015-01-01",32.1563,24.0225
"Atherinomorus forskalii","2007-01-01",36.668,28.314
"Atherinomorus forskalii","2015-01-01",32.184,20.107
"Atherinomorus forskalii","2020-05-11",32.1045,34.7185
"Atherinomorus forskalii","2000-01-01",32.076,34.732
"Atherinomorus forskalii","1976-11-01",32.606,34.911
"Atherinomorus forskalii","2019-01-01",36.90732,25.97488
"Atherinomorus forskalii","2007-01-01",36.636,27.959
"Atherinomorus forskalii","2001-04-01",33.127,35.131
"Atherinomorus forskalii","2015-01-01",32.759,22.661
"Atherinomorus forskalii","2005-01-01",32.0811,24.0073
"Atherinomorus forskalii","2016-01-01",35.40951,25.01931
"Atherinomorus forskalii","1950-01-01",36.5,35.8
"Atherinomorus forskalii","1994-01-01",36.632,29.064
"Atherinomorus forskalii","2014-11-07",35.8857,14.5061
"Atherinomorus forskalii","2005-01-01",33.28,11.32
"Atherinomorus forskalii","1964-01-01",33.6,35.3
"Atherinomorus forskalii","1982-01-01",32.5,23.4
"Atherinomorus forskalii","2011-11-02",35.7736,27.2188
"Atherinomorus forskalii","2012-08-01",36.142,22.999
"Atherinomorus forskalii","1927-01-01",32,34.6
"Atherinomorus forskalii","2006-07-24",35.8923,14.5166
"Atherinomorus forskalii","2014-09-01",35.051,34.023
"Atherinomorus forskalii","2018-07-06",35.9034,14.5196
"Atherinomorus forskalii","2007-01-01",36.725,27.994
"Atherinomorus forskalii","2001-04-01",34.249,35.656
"Atherinomorus forskalii","1927-01-01",36.44,35.67
"Atherinomorus forskalii","2010-09-01",32.54,34.731
"Aulopareia unicolor","2016-08-01",31.3726,32.26
"Aulopareia unicolor","2017-02-01",31.535,31.8836
"Aulopareia unicolor","2016-11-01",31.3726,32.26
"Balistoides conspicillum","2012-07-01",41.846,3.123
"Bodianus speciosus","2018-06-01",38.764,26.925
"Bregmaceros nectabanus","2014-09-01",31.636,30.318
"Bregmaceros nectabanus","2018-08-01",35.6844,35.7838
"Bregmaceros nectabanus","2002-01-01",36.766,30.927
"Bregmaceros nectabanus","2017-01-01",31.25,29.87
"Bregmaceros nectabanus","2021-09-01",39.0716,17.1263
"Bregmaceros nectabanus","2011-12-01",38.471,26.775
"Bregmaceros nectabanus","2020-07-01",42.03,15.946
"Bregmaceros nectabanus","2016-12-01",39.5664,20.0778
"Bregmaceros nectabanus","2021-09-01",39.0775,17.182
"Bregmaceros nectabanus","2005-01-01",37.854,27.085
"Bregmaceros nectabanus","2021-09-01",39.3495,15.1577
"Bregmaceros nectabanus","2021-05-01",41.175,19.274
"Bregmaceros nectabanus","2014-09-01",31.661,30.361
"Bregmaceros nectabanus","2016-12-01",39.4872,19.9897
"Bregmaceros nectabanus","2016-11-01",39.49,20.0533
"Bregmaceros nectabanus","2022-05-15",31.9492,34.6467
"Bregmaceros nectabanus","2017-12-05",35.9011,14.5238
"Bregmaceros nectabanus","2019-10-13",35.5084,27.2149
"Bregmaceros nectabanus","2005-06-28",34.9523,33.669
"Bregmaceros nectabanus","2020-11-01",43.0298,17.3245
"Bregmaceros nectabanus","2020-07-01",42.6247,17.7809
"Bregmaceros nectabanus","2004-01-01",31.824,34.23
"Bregmaceros nectabanus","2018-12-01",35.8506,35.8399
"Bregmaceros nectabanus","2014-08-01",37.5999,23.5332
"Bregmaceros nectabanus","2010-12-01",36.224,35.575
"Bregmaceros nectabanus","2022-01-01",39.1313,23.7765
"Bregmaceros nectabanus","2016-11-01",39.4878,20.0392
"Bregmaceros nectabanus","2014-07-01",37.666,23.5651
"Bregmaceros nectabanus","2016-12-01",39.5025,19.9647
"Bregmaceros nectabanus","2021-09-01",39.5905,16.8686
"Bregmaceros nectabanus","2020-01-01",40.6098,26.0603
"Bregmaceros nectabanus","2006-01-01",31.912,34.614
"Caesio varilineata","2018-07-08",34.9682,33.6911
"Caesio varilineata","2018-02-01",31.1511,29.5031
"Caesio varilineata","2018-07-24",35.8915,14.5175
"Callionymus filamentosus","1983-01-01",36.773,34.721
"Callionymus filamentosus","1989-01-01",36.569,35.992
"Callionymus filamentosus","2015-04-28",31.9492,34.6467
"Callionymus filamentosus","2019-10-01",31.9492,34.6467
"Callionymus filamentosus","2016-02-26",31.8885,34.6041
"Callionymus filamentosus","2015-12-22",32.1922,34.7504
"Callionymus filamentosus","2014-09-28",31.9492,34.6467
"Callionymus filamentosus","2015-02-21",31.9492,34.4685
"Callionymus filamentosus","2014-09-29",31.8885,34.6041
"Callionymus filamentosus","1984-01-01",36.569,35.992
"Callionymus filamentosus","2015-03-31",32.082,34.7079
"Callionymus filamentosus","1962-04-01",36.5948,36.1702
"Callionymus filamentosus","2017-09-27",31.9492,34.6467
"Callionymus filamentosus","2015-10-02",31.9492,34.6866
"Callionymus filamentosus","2015-06-24",32.1337,34.7664
"Callionymus filamentosus","2014-06-23",31.92,34.6254
"Callionymus filamentosus","2016-12-25",32.1922,34.7504
"Callionymus filamentosus","2015-06-12",32.1337,34.7664
"Callionymus filamentosus","2014-05-11",32.5072,34.8542
"Callionymus filamentosus","1984-01-01",36.212,34.005
"Callionymus filamentosus","2015-06-15",31.92,34.6254
"Callionymus filamentosus","2018-09-28",32.1337,34.7345
"Callionymus filamentosus","2014-09-29",31.9492,34.6467
"Callionymus filamentosus","2015-06-10",31.965,34.6573
"Callionymus filamentosus","2015-12-19",31.8975,34.6121
"Callionymus filamentosus","2014-05-17",32.082,34.7079
"Callionymus filamentosus","2019-10-23",32.1922,34.7504
"Callionymus filamentosus","2018-05-02",31.8885,34.6041
"Callionymus filamentosus","2016-11-01",34.6433,33.0977
"Callionymus filamentosus","2014-10-02",31.9492,34.6866
"Callionymus filamentosus","2017-09-16",32.2192,34.7611
"Callionymus filamentosus","2015-06-17",31.92,34.6254
"Callionymus filamentosus","2015-05-03",32.019,34.5403
"Callionymus filamentosus","2014-08-29",31.965,34.6573
"Callionymus filamentosus","2016-12-20",32.2192,34.6946
"Callionymus filamentosus","2015-06-15",31.965,34.6573
"Callionymus filamentosus","2019-08-02",32.8717,34.9287
"Callionymus filamentosus","1997-05-31",35.492,24.1711
"Callionymus filamentosus","2014-10-31",32.082,34.7079
"Callionymus filamentosus","2015-11-01",32.082,34.7079
"Callionymus filamentosus","2016-01-01",35.2471,11.1452
"Callionymus filamentosus","2015-06-11",32.1877,34.7478
"Callionymus filamentosus","1992-01-01",31.356,30.173
"Callionymus filamentosus","2014-01-13",31.9762,34.5642
"Callionymus filamentosus","2015-07-24",35.6927,34.5604
"Callionymus filamentosus","2015-11-28",31.92,34.6733
"Callionymus filamentosus","2014-07-31",35.825,14.4215
"Callionymus filamentosus","2019-04-28",31.7197,34.4765
"Callionymus filamentosus","2015-12-24",32.1337,34.7345
"Callionymus filamentosus","2018-08-28",32.1337,34.7345
"Callionymus filamentosus","2019-06-25",31.92,34.6733
"Callionymus filamentosus","2008-01-01",36.671,35.93
"Callionymus filamentosus","1989-01-01",36.773,34.721
"Callionymus filamentosus","2015-10-10",32.892,34.9366
"Callionymus filamentosus","2015-05-14",32.1112,34.7185
"Callionymus filamentosus","2016-08-29",31.9492,34.6467
"Callionymus filamentosus","2015-10-30",32.2192,34.7611
"Callionymus filamentosus","2017-12-03",32.019,34.676
"Callionymus filamentosus","2016-11-28",32.1922,34.785
"Callionymus filamentosus","2015-03-31",31.965,34.6573
"Callionymus filamentosus","2015-09-29",31.992,34.668
"Callionymus filamentosus","2014-12-23",32.1337,34.7345
"Callionymus filamentosus","2015-09-06",32.0482,34.6893
"Callionymus filamentosus","2019-04-28",31.7647,34.5084
"Callionymus filamentosus","2019-06-10",32.1337,34.7345
"Callionymus filamentosus","1962-04-01",36.5948,36.1702
"Callionymus filamentosus","2016-08-21",31.9492,34.6467
"Callionymus filamentosus","1984-01-01",36.773,34.721
"Callionymus filamentosus","2014-10-27",32.847,34.9393
"Callionymus filamentosus","2015-08-13",32.0257,34.6786
"Callionymus filamentosus","2014-11-29",32.2192,34.7611
"Callionymus filamentosus","1983-01-01",36.569,35.992
"Callionymus filamentosus","2015-06-26",32.1337,34.7664
"Callionymus filamentosus","2016-03-31",31.965,34.6573
"Callionymus filamentosus","2014-05-18",31.992,34.668
"Callionymus filamentosus","2019-08-28",32.0257,34.6786
"Callionymus filamentosus","2015-05-10",31.965,34.6573
"Callionymus filamentosus","2014-05-17",32.1607,34.668
"Callionymus filamentosus","2017-11-02",32.082,34.7079
"Callionymus filamentosus","2015-05-01",32.2462,34.6387
"Callionymus filamentosus","2014-03-30",32.0257,34.6786
"Callionymus filamentosus","2019-06-09",32.1337,34.7345
"Callionymus filamentosus","2015-06-09",31.92,34.6733
"Callionymus filamentosus","2016-01-01",36.556,31.896
"Callionymus filamentosus","2018-07-16",32.1337,34.7664
"Callionymus filamentosus","2018-05-01",31.8975,34.6121
"Callionymus filamentosus","2014-08-29",31.992,34.668
"Callionymus filamentosus","2014-03-18",31.992,34.668
"Callionymus filamentosus","2019-08-11",32.1337,34.7345
"Callionymus filamentosus","2014-12-04",32.0482,34.6893
"Callionymus filamentosus","2014-12-23",31.7647,34.5084
"Callionymus filamentosus","2014-12-23",32.1337,34.7664
"Callionymus filamentosus","2018-06-09",32.1337,34.7345
"Callionymus filamentosus","2015-10-02",31.9492,34.6467
"Callionymus filamentosus","2019-06-24",31.92,34.6733
"Callionymus filamentosus","2014-05-02",31.9762,34.66
"Callionymus filamentosus","2018-10-26",32.847,34.9393
